id,truth,code
1_14_7_1_0_2_3_0,2,">@>class ConcertViewModel {>@>    fun search(query: String): ConcertSearchResult {>@>        val boundaryCallback =>@>                ConcertBoundaryCallback(query, myService, myCache)>@>        // Use a LiveData object to communicate your network's state back>@>        // to your app's UI, as in the following example. Note that error>@>        // handling isn't shown in this snippet.>@>        // val loadingState: LiveData<MyNetworkState> =>@>        //        boundaryCallback.loadingState>@>    }>@>}>@>>@>class ConcertBoundaryCallback(>@>        private val query: String,>@>        private val service: MyService,>@>        private val cache: MyLocalCache>@>) : PagedList.BoundaryCallback<Concert>() {>@>    // Requests initial data from the network, replacing all content currently>@>    // in the database.>@>    override fun onZeroItemsLoaded() {>@>        requestAndReplaceInitialData(query)>@>    }>@>>@>    // Requests additional data from the network, appending the results to the>@>    // end of the database's existing data.>@>    override fun onItemAtEndLoaded(itemAtEnd: Concert) {>@>        requestAndAppendData(query, itemAtEnd.key)>@>    }>@>}>@>"
1_39_7_3_0_6_2_2,1,>@>public class ConcertActivity extends AppCompatActivity {>@>    private ConcertAdapter mAdapter;>@>    private ConcertViewModel mViewModel;>@>>@>    private CompositeDisposable mDisposable = new CompositeDisposable();>@>>@>    @Override>@>    public void onCreate(@Nullable Bundle savedInstanceState) {>@>        super.onCreate(savedInstanceState);>@>        RecyclerView recyclerView = findViewById(R.id.concert_list);>@>>@>        mViewModel = ViewModelProviders.of(this).get(ConcertViewModel.class);>@>        mAdapter = new ConcertAdapter();>@>        recyclerView.setAdapter(mAdapter);>@>    }>@>>@>    @Override>@>    protected void onStart() {>@>        super.onStart();>@>        mDisposable.add(mViewModel.concertList.subscribe(>@>                flowableList -> mAdapter.submitList(flowableList)>@>        ));>@>    }>@>>@>    @Override>@>    protected void onStop() {>@>        super.onStop();>@>        mDisposable.clear();>@>    }>@>}>@>
1_14_7_2_0_1_0_0,1,">@>private val adapter = ConcertAdapter()>@>private lateinit var viewModel: ConcertViewModel>@>>@>override fun onCreate(savedInstanceState: Bundle?) {>@>    viewModel = ViewModelProviders.of(this).get(ConcertViewModel::class.java)>@>    viewModel.concerts.observe(this, adapter::submitList)>@>}>@>"
1_14_7_3_0_2_0_0,2,">@>val myPagingConfig = PagedList.Config.Builder()>@>        .setPageSize(50)>@>        .setPrefetchDistance(150)>@>        .setEnablePlaceholders(true)>@>        .build()>@>>@>// The Int type argument corresponds to a PositionalDataSource object.>@>val myConcertDataSource : DataSource.Factory<Int, Concert> =>@>        concertDao.concertsByDate()>@>>@>val concertList = LivePagedListBuilder(myConcertDataSource, myPagingConfig)>@>        .setFetchExecutor(myExecutor)>@>        .build()>@>"
1_14_7_3_0_7_0_0,2,">@>public class ConcertViewModel extends ViewModel {>@>    private LiveData<PagedList<String>> mConcertDescriptions;>@>>@>    public ConcertViewModel(MyDatabase database) {>@>        DataSource.Factory<Integer, Concert> factory =>@>                database.allConcertsFactory().map(concert ->>@>                    concert.getName() + ""-"" + concert.getDate());>@>        mConcertDescriptions = new LivePagedListBuilder<>(>@>            factory, /* page size */ 30).build();>@>    }>@>}>@>"
1_4_3_1_0_5_0_4,1,"static final String EXTRA_GIGAWATTS = ""com.example.EXTRA_GIGAWATTS"";"
1_15_0_0_0_5_3_0,1,">@><intent-filter>>@>    <data android:mimeType=""video/mpeg"" android:scheme=""http"" ... />>@>    <data android:mimeType=""audio/mpeg"" android:scheme=""http"" ... />>@>    ...>@></intent-filter>>@>"
1_15_1_0_0_3_1_0,1,">@><activity android:name=""MainActivity"">>@>    <!-- This activity is the main entry, should appear in app launcher -->>@>    <intent-filter>>@>        <action android:name=""android.intent.action.MAIN"" />>@>        <category android:name=""android.intent.category.LAUNCHER"" />>@>    </intent-filter>>@></activity>>@>>@><activity android:name=""ShareActivity"">>@>    <!-- This activity handles ""SEND"" actions with text data -->>@>    <intent-filter>>@>        <action android:name=""android.intent.action.SEND""/>>@>        <category android:name=""android.intent.category.DEFAULT""/>>@>        <data android:mimeType=""text/plain""/>>@>    </intent-filter>>@>    <!-- This activity also handles ""SEND"" and ""SEND_MULTIPLE"" with media data -->>@>    <intent-filter>>@>        <action android:name=""android.intent.action.SEND""/>>@>        <action android:name=""android.intent.action.SEND_MULTIPLE""/>>@>        <category android:name=""android.intent.category.DEFAULT""/>>@>        <data android:mimeType=""application/vnd.google.panorama360+jpg""/>>@>        <data android:mimeType=""image/*""/>>@>        <data android:mimeType=""video/*""/>>@>    </intent-filter>>@></activity>>@>"
1_15_1_0_0_5_3_0,1,">@><intent-filter>>@>    <data android:scheme=""http"" android:mimeType=""video/*"" />>@>    ...>@></intent-filter>"
1_37_7_0_0_5_1_0,1,">@><uses-permission android:name=""com.android.alarm.permission.SET_ALARM"" />>@>"
1_15_2_0_0_3_2_0,1,">@><activity ...>>@>    <intent-filter>>@>        <action android:name=""android.media.action.STILL_IMAGE_CAMERA"" />>@>        <category android:name=""android.intent.category.DEFAULT"" />>@>    </intent-filter>>@></activity>>@>"
1_15_2_0_0_4_5_0,1,">@>public void insertContact(String name, String email) {>@>    Intent intent = new Intent(Intent.ACTION_INSERT);>@>    intent.setType(Contacts.CONTENT_TYPE);>@>    intent.putExtra(Intents.Insert.NAME, name);>@>    intent.putExtra(Intents.Insert.EMAIL, email);>@>    if (intent.resolveActivity(getPackageManager()) != null) {>@>        startActivity(intent);>@>    }>@>}>@>"
1_15_2_0_0_5_1_0,1,">@>public void composeEmail(String[] addresses, String subject) {>@>    Intent intent = new Intent(Intent.ACTION_SENDTO);>@>    intent.setData(Uri.parse(""mailto:"")); // only email apps should handle this>@>    intent.putExtra(Intent.EXTRA_EMAIL, addresses);>@>    intent.putExtra(Intent.EXTRA_SUBJECT, subject);>@>    if (intent.resolveActivity(getPackageManager()) != null) {>@>        startActivity(intent);>@>    }>@>}>@>"
1_15_2_0_0_5_1_0,1,">@><activity ...>>@>    <intent-filter>>@>        <action android:name=""android.intent.action.SEND"" />>@>        <data android:type=""*/*"" />>@>        <category android:name=""android.intent.category.DEFAULT"" />>@>    </intent-filter>>@>    <intent-filter>>@>        <action android:name=""android.intent.action.SENDTO"" />>@>        <data android:scheme=""mailto"" />>@>        <category android:name=""android.intent.category.DEFAULT"" />>@>    </intent-filter>>@></activity>>@>"
1_15_2_0_0_6_2_0,1,">@><provider ...>@>    android:grantUriPermissions=""true"">@>    android:exported=""true"">@>    android:permission=""android.permission.MANAGE_DOCUMENTS"">>@>    <intent-filter>>@>        <action android:name=""android.content.action.DOCUMENTS_PROVIDER"" />>@>    </intent-filter>>@></provider>>@>"
1_15_2_0_0_7_1_0,1,>@>public void callCar() {>@>    Intent intent = new Intent(ReserveIntents.ACTION_RESERVE_TAXI_RESERVATION);>@>    if (intent.resolveActivity(getPackageManager()) != null) {>@>        startActivity(intent);>@>    }>@>}>@>
1_15_2_0_0_11_0_0,1,">@><uses-permission android:name=""android.permission.CALL_PHONE"" />>@>"
20341,1,>@>Button myButton = (Button) findViewById(R.id.my_button);>@>
1_4_3_1_0_2_2_0,1,>@>ListView listView = (ListView) findViewById(R.id.listview);>@>listView.setAdapter(adapter);>@>
20446,1,>@>dependencies {>@>    implementation 'com.android.support.constraint:constraint-layout:1.1.2'>@>}>@>
1_16_2_3_0_3_0_0,1,">@><?xml version=""1.0"" encoding=""utf-8""?>>@><!-- A RecyclerView with some commonly used attributes -->>@><android.support.v7.widget.RecyclerView>@>    android:id=""@+id/my_recycler_view"">@>    android:scrollbars=""vertical"">@>    android:layout_width=""match_parent"">@>    android:layout_height=""match_parent""/>>@>"
1_16_2_5_0_1_0_0,1,>@>class NewsReaderActivity : FragmentActivity() {>@>    private var mIsDualPane: Boolean = false>@>>@>    override fun onCreate(savedInstanceState: Bundle?) {>@>        super.onCreate(savedInstanceState)>@>        setContentView(R.layout.main_layout)>@>>@>        val articleView: View? = findViewById(R.id.article)>@>        mIsDualPane = articleView?.visibility == View.VISIBLE>@>    }>@>}>@>
1_16_2_5_0_1_0_0,1,>@>val catButton: Button? = findViewById(R.id.categorybutton)>@>catButton?.setOnClickListener {>@>    /* create your listener here */>@>}>@>
20894,2,">@>override fun onCreate(savedInstanceState: Bundle?) {>@>    super.onCreate(savedInstanceState)>@>    setContentView(R.layout.main)>@>>@>    val gridview: GridView = findViewById(R.id.gridview)>@>    gridview.adapter = ImageAdapter(this)>@>>@>    gridview.onItemClickListener =>@>            AdapterView.OnItemClickListener { parent, v, position, id ->>@>                Toast.makeText(this, ""$position"", Toast.LENGTH_SHORT).show()>@>            }>@>}>@>"
20894,1,">@>public void onCreate(Bundle savedInstanceState) {>@>    super.onCreate(savedInstanceState);>@>    setContentView(R.layout.main);>@>>@>    GridView gridview = (GridView) findViewById(R.id.gridview);>@>    gridview.setAdapter(new ImageAdapter(this));>@>>@>    gridview.setOnItemClickListener(new OnItemClickListener() {>@>        public void onItemClick(AdapterView<?> parent, View v,>@>                int position, long id) {>@>            Toast.makeText(HelloGridView.this, """" + position,>@>                    Toast.LENGTH_SHORT).show();>@>        }>@>    });>@>}>@>"
1_16_2_11_2_2_0_0,1,">@><resources>>@>   <declare-styleable name=""PieChart"">>@>       <attr name=""showText"" format=""boolean"" />>@>       <attr name=""labelPosition"" format=""enum"">>@>           <enum name=""left"" value=""0""/>>@>           <enum name=""right"" value=""1""/>>@>       </attr>>@>   </declare-styleable>>@></resources>>@>"
1_16_2_11_3_2_0_0,1,">@>private val mTextPaint = Paint(ANTI_ALIAS_FLAG).apply {>@>    color = mTextColor>@>    if (mTextHeight == 0f) {>@>        mTextHeight = textSize>@>    } else {>@>        textSize = mTextHeight>@>    }>@>}>@>>@>private val mPiePaint = Paint(Paint.ANTI_ALIAS_FLAG).apply {>@>    style = Paint.Style.FILL>@>    textSize = mTextHeight>@>}>@>>@>private val mShadowPaint = Paint(0).apply {>@>    color = 0x101010>@>    maskFilter = BlurMaskFilter(8f, BlurMaskFilter.Blur.NORMAL)>@>}>@>"
1_16_2_11_4_1_0_0,1,">@>class MyListener extends GestureDetector.SimpleOnGestureListener {>@>   @Override>@>   public boolean onDown(MotionEvent e) {>@>       return true;>@>   }>@>}>@>mDetector = new GestureDetector(PieChart.this.getContext(), new MyListener());>@>"
1_16_2_11_4_3_0_0,1,>@>animate().rotation(targetAngle).setDuration(ANIM_DURATION).start();>@>
1_16_3_2_0_4_1_0,1,">@><resources>>@>    <!-- base set of styles that apply to all versions -->>@>    <style name=""BaseAppTheme"" parent=""Theme.AppCompat.Light.DarkActionBar"">>@>        <item name=""colorPrimary"">@color/primaryColor</item>>@>        <item name=""colorPrimaryDark"">@color/primaryTextColor</item>>@>        <item name=""colorAccent"">@color/secondaryColor</item>>@>    </style>>@>>@>    <!-- declare the theme name that's actually applied in the manifest file -->>@>    <style name=""AppTheme"" parent=""BaseAppTheme"" />>@></resources>>@>"
1_16_3_3_0_1_0_0,1,">@><adaptive-icon>>@>    <background android:drawable=""@color/ic_background""/>>@>    <foreground android:drawable=""@mipmap/ic_foreground""/>>@></adaptive-icon>>@>"
21760,1,">@><?xml version=""1.0"" encoding=""utf-8""?>>@><TextView>@>    android:layout_width=""match_parent"">@>    android:layout_height=""200dp"">@>    android:autoSizeTextType=""uniform"" />>@>"
21965,1,">@>dependencies {>@>    ...>@>    compile ""com.android.support:support-emoji:27.1.1"">@>}>@>"
1_16_3_6_4_2_2_0,1,">@>public class MyActivity extends Activity {>@>    @Override>@>    public void onCreate() {>@>        super.onCreate();>@>        FontRequest fontRequest = new FontRequest(>@>               ""com.example.fontprovider"",>@>               ""com.example"",>@>               ""emoji compat Font Query"", CERTIFICATES);>@>        EmojiCompat.Config config = new FontRequestEmojiCompatConfig(this, fontRequest);>@>        EmojiCompat.init(config);>@>        ...>@>    }>@>}>@>"
22069,1,>@>magnifier.dismiss();>@>
1_16_3_6_6_1_0_0,2,">@>SpannableStringBuilder spannable = new SpannableStringBuilder(""Text is spantastic!"");>@>spannable.setSpan(>@>    new ForegroundColorSpan(Color.RED),>@>    8, // start>@>    12, // end>@>    Spannable.SPAN_EXCLUSIVE_INCLUSIVE>@>);>@>spannable.insert(12, ""(& fon)"");>@>"
1_16_3_7_0_0_0_0,1,">@><Button>@>    android:layout_width=""wrap_content"">@>    android:layout_height=""wrap_content"">@>    android:text=""@string/button_text"">@>    ... />>@>"
22221,1,">@><?xml version=""1.0"" encoding=""utf-8""?>>@><Button xmlns:android=""http://schemas.android.com/apk/res/android"">@>    android:id=""@+id/button_send"">@>    android:layout_width=""wrap_content"">@>    android:layout_height=""wrap_content"">@>    android:text=""@string/button_send"">@>    android:onClick=""sendMessage"" />>@>"
1_16_3_8_0_1_0_0,1,">@><?xml version=""1.0"" encoding=""utf-8""?>>@><LinearLayout xmlns:android=""http://schemas.android.com/apk/res/android"">@>    android:orientation=""vertical"">@>    android:layout_width=""fill_parent"">@>    android:layout_height=""fill_parent"">>@>    <CheckBox android:id=""@+id/checkbox_meat"">@>        android:layout_width=""wrap_content"">@>        android:layout_height=""wrap_content"">@>        android:text=""@string/meat"">@>        android:onClick=""onCheckboxClicked""/>>@>    <CheckBox android:id=""@+id/checkbox_cheese"">@>        android:layout_width=""wrap_content"">@>        android:layout_height=""wrap_content"">@>        android:text=""@string/cheese"">@>        android:onClick=""onCheckboxClicked""/>>@></LinearLayout>>@>"
1_16_4_3_0_3_0_0,1,">@>Notification notification = new NotificationCompat.Builder(mContext, CHANNEL_ID)>@>        .setSmallIcon(R.drawable.new_mail)>@>        .setContentTitle(""5 New mails from "" + sender.toString())>@>        .setContentText(subject)>@>        .setLargeIcon(aBitmap)>@>        "
1_16_4_3_0_5_0_0,1,">@>Notification notification = new NotificationCompat.Builder(context, CHANNEL_ID)>@>        // Show controls on lock screen even when user hides sensitive content.>@>        .setVisibility(NotificationCompat.VISIBILITY_PUBLIC)>@>        .setSmallIcon(R.drawable.ic_stat_player)>@>        "
1_16_4_8_0_1_0_0,2,>@>// Get the layouts to use in the custom notification>@>
1_16_5_5_0_1_1_0,1,">@>@Override>@>public boolean onCreateOptionsMenu(Menu menu) {>@>    getMenuInflater().inflate(R.menu.options, menu);>@>    // ...>@>>@>    // Define the listener>@>    OnActionExpandListener expandListener = new OnActionExpandListener() {>@>        @Override>@>        public boolean onMenuItemActionCollapse(MenuItem item) {>@>            // Do something when action item collapses>@>            return true;  // Return true to collapse action view>@>        }>@>>@>        @Override>@>        public boolean onMenuItemActionExpand(MenuItem item) {>@>            // Do something when expanded>@>            return true;  // Return true to expand action view>@>        }>@>    };>@>>@>    // Get the MenuItem for the action item>@>    MenuItem actionMenuItem = menu.findItem(R.id.myActionItem);>@>>@>    // Assign the listener to that action item>@>    MenuItemCompat.setOnActionExpandListener(actionMenuItem, expandListener);>@>>@>    // Any other things you have to do when creating the options menu...>@>>@>    return true;>@>}>@>"
1_16_6_4_0_1_0_0,1,">@>window.decorView.apply {>@>    // Hide both the navigation bar and the status bar.>@>    // SYSTEM_UI_FLAG_FULLSCREEN is only available on Android 4.1 and higher, but as>@>    // a general rule, you should design your app to hide the status bar whenever you>@>    // hide the navigation bar.>@>    systemUiVisibility = View.SYSTEM_UI_FLAG_HIDE_NAVIGATION or View.SYSTEM_UI_FLAG_FULLSCREEN>@>}>@>"
23333,2,">@>@Override>@>public void onWindowFocusChanged(boolean hasFocus) {>@>    super.onWindowFocusChanged(hasFocus);>@>    if (hasFocus) {>@>        hideSystemUI();>@>    }>@>}>@>>@>private void hideSystemUI() {>@>    // Enables regular immersive mode.>@>    // For ""lean back"" mode, remove SYSTEM_UI_FLAG_IMMERSIVE.>@>    // Or for ""sticky immersive,"" replace it with SYSTEM_UI_FLAG_IMMERSIVE_STICKY>@>    View decorView = getWindow().getDecorView();>@>    decorView.setSystemUiVisibility(>@>            View.SYSTEM_UI_FLAG_IMMERSIVE>@>            // Set the content to appear under the system bars so that the>@>            // content doesn't resize when the system bars hide and show.>@>            | View.SYSTEM_UI_FLAG_LAYOUT_STABLE>@>            | View.SYSTEM_UI_FLAG_LAYOUT_HIDE_NAVIGATION>@>            | View.SYSTEM_UI_FLAG_LAYOUT_FULLSCREEN>@>            // Hide the nav bar and status bar>@>            | View.SYSTEM_UI_FLAG_HIDE_NAVIGATION>@>            | View.SYSTEM_UI_FLAG_FULLSCREEN);>@>}>@>>@>// Shows the system bars by removing all the flags>@>// except for the ones that make the content appear under the system bars.>@>private void showSystemUI() {>@>    View decorView = getWindow().getDecorView();>@>    decorView.setSystemUiVisibility(>@>            View.SYSTEM_UI_FLAG_LAYOUT_STABLE>@>            | View.SYSTEM_UI_FLAG_LAYOUT_HIDE_NAVIGATION>@>            | View.SYSTEM_UI_FLAG_LAYOUT_FULLSCREEN);>@>}>@>"
1_16_6_6_0_1_0_0,1,">@>View decorView = getWindow().getDecorView();>@>decorView.setOnSystemUiVisibilityChangeListener>@>        (new View.OnSystemUiVisibilityChangeListener() {>@>    @Override>@>    public void onSystemUiVisibilityChange(int visibility) {>@>        // Note that system bars will only be ""visible"" if none of the>@>        // LOW_PROFILE, HIDE_NAVIGATION, or FULLSCREEN flags are set.>@>        if ((visibility & View.SYSTEM_UI_FLAG_FULLSCREEN) == 0) {>@>            // TODO: The system bars are visible. Make any desired>@>            // adjustments to your UI, such as showing the action bar or>@>            // other navigational controls.>@>        } else {>@>            // TODO: The system bars are NOT visible. Make any desired>@>            // adjustments to your UI, such as hiding the action bar or>@>            // other navigational controls.>@>        }>@>    }>@>});>@>"
1_16_8_2_0_2_0_0,2,">@>override fun onCreate(savedInstanceState: Bundle?) {>@>        super.onCreate(savedInstanceState)>@>        ...>@>>@>        // Specify that tabs should be displayed in the action bar.>@>        actionBar.navigationMode = ActionBar.NAVIGATION_MODE_TABS>@>>@>        // Create a tab listener that is called when the user changes tabs.>@>        val tabListener = object : ActionBar.TabListener {>@>>@>            override fun onTabSelected(tab: ActionBar.Tab, ft: FragmentTransaction) {>@>                // show the given tab>@>            }>@>>@>            override fun onTabUnselected(tab: ActionBar.Tab, ft: FragmentTransaction) {>@>                // hide the given tab>@>            }>@>>@>            override fun onTabReselected(tab: ActionBar.Tab, ft: FragmentTransaction) {>@>                // probably ignore this event>@>            }>@>        }>@>>@>        // Add 3 tabs, specifying the tab's text and TabListener>@>        for (i in 0 until 3) {>@>            actionBar.addTab(>@>                    actionBar.newTab()>@>                            .setText(""Tab "" + (i + 1))>@>                            .setTabListener(tabListener))>@>        }>@>}>@>"
1_16_8_3_0_5_0_0,1,">@>class MainActivity : AppCompatActivity() {>@>>@>    private lateinit var mDrawerLayout: DrawerLayout>@>>@>    override fun onCreate(savedInstanceState: Bundle?) {>@>        super.onCreate(savedInstanceState)>@>        setContentView(R.layout.activity_main)>@>>@>        mDrawerLayout = findViewById(R.id.drawer_layout)>@>>@>        val navigationView: NavigationView = findViewById(R.id.nav_view)>@>        navigationView.setNavigationItemSelectedListener { menuItem ->>@>            // set item as selected to persist highlight>@>            menuItem.isChecked = true>@>            // close drawer when item is tapped>@>            mDrawerLayout.closeDrawers()>@>>@>            // Add code here to update the UI based on the item selected>@>            // For example, swap UI fragments here>@>>@>            true>@>        }>@>    }>@>}>@>"
1_16_8_3_0_7_0_0,1,">@>class MainActivity : AppCompatActivity() {>@>>@>    private lateinit var mDrawerLayout: DrawerLayout>@>>@>    override fun onCreate(savedInstanceState: Bundle?) {>@>        super.onCreate(savedInstanceState)>@>        setContentView(R.layout.activity_main)>@>>@>        mDrawerLayout = findViewById(R.id.drawer_layout)>@>        ...>@>>@>        mDrawerLayout.addDrawerListener(>@>                object : DrawerLayout.DrawerListener {>@>                    override fun onDrawerSlide(drawerView: View, slideOffset: Float) {>@>                        // Respond when the drawer's position changes>@>                    }>@>>@>                    override fun onDrawerOpened(drawerView: View) {>@>                        // Respond when the drawer is opened>@>                    }>@>>@>                    override fun onDrawerClosed(drawerView: View) {>@>                        // Respond when the drawer is closed>@>                    }>@>>@>                    override fun onDrawerStateChanged(newState: Int) {>@>                        // Respond when the drawer motion state changes>@>                    }>@>                }>@>        )>@>    }>@>    ...>@>}>@>"
1_16_10_3_0_2_0_0,1,"/*>@> * Listen for option item selections so that we receive a notification>@> * when the user requests a refresh by selecting the refresh action bar item.>@> */>@>@Override>@>public boolean onOptionsItemSelected(MenuItem item) {>@>    switch (item.getItemId()) {>@>>@>        // Check if user triggered a refresh:>@>        case R.id.menu_refresh:>@>            Log.i(LOG_TAG, ""Refresh menu item selected"");>@>>@>            // Signal SwipeRefreshLayout to start the progress indicator>@>            mySwipeRefreshLayout.setRefreshing(true);>@>>@>            // Start the refresh background task.>@>            // This method calls setRefreshing(false) when it's finished.>@>            myUpdateOperation();>@>>@>            return true;>@>    }>@>>@>    // User didn't trigger a refresh, let the superclass handle this action>@>    return super.onOptionsItemSelected(item);>@>>@>}"
24116,1,">@>AlertDialog.Builder builder = new AlertDialog.Builder(getActivity());>@>// Add the buttons>@>builder.setPositiveButton(R.string.ok, new DialogInterface.OnClickListener() {>@>           public void onClick(DialogInterface dialog, int id) {>@>               // User clicked OK button>@>           }>@>       });>@>builder.setNegativeButton(R.string.cancel, new DialogInterface.OnClickListener() {>@>           public void onClick(DialogInterface dialog, int id) {>@>               // User cancelled the dialog>@>           }>@>       });>@>// Set other dialog properties>@>...>@>>@>// Create the AlertDialog>@>AlertDialog dialog = builder.create();>@>"
1_16_15_0_0_7_1_0,1,">@>public class SettingsActivity extends PreferenceActivity>@>                              implements OnSharedPreferenceChangeListener {>@>    public static final String KEY_PREF_SYNC_CONN = ""pref_syncConnectionType"";>@>    ...>@>>@>    public void onSharedPreferenceChanged(SharedPreferences sharedPreferences,>@>        String key) {>@>        if (key.equals(KEY_PREF_SYNC_CONN)) {>@>            Preference connectionPref = findPreference(key);>@>            // Set summary to be the user-description for the selected value>@>            connectionPref.setSummary(sharedPreferences.getString(key, """"));>@>        }>@>    }>@>}>@>"
1_16_15_0_0_9_4_0,1,">@>@Override>@>protected Object onGetDefaultValue(TypedArray a, int index) {>@>    return a.getInteger(index, DEFAULT_VALUE);>@>}>@>"
1_16_16_2_0_3_1_0,1,">@><application ... >>@>    <activity android:name="".SearchableActivity"" >>@>        <intent-filter>>@>            <action android:name=""android.intent.action.SEARCH"" />>@>        </intent-filter>>@>        <meta-data android:name=""android.app.searchable"">@>                   android:resource=""@xml/searchable""/>>@>    </activity>>@>    ...>@></application>>@>"
24792,1,">@>@Override>@>public void onCreate(Bundle savedInstanceState) {>@>    super.onCreate(savedInstanceState);>@>    setContentView(R.layout.search);>@>>@>    // Get the intent, verify the action and get the query>@>    Intent intent = getIntent();>@>    if (Intent.ACTION_SEARCH.equals(intent.getAction())) {>@>      String query = intent.getStringExtra(SearchManager.QUERY);>@>      doMySearch(query);>@>    }>@>}>@>"
1_16_16_2_0_6_0_0,1,">@><?xml version=""1.0"" encoding=""utf-8""?>>@><searchable xmlns:android=""http://schemas.android.com/apk/res/android"">@>    android:label=""@string/search_label"">@>    android:hint=""@string/search_hint"">@>    "
25206,1,">@>override fun onCreateOptionsMenu(menu: Menu): Boolean {>@>    menuInflater.inflate(R.menu.options_menu, menu)>@>>@>    return true>@>}>@>"
25237,1,>@>class DatabaseTable(context: Context) {>@>>@>    private val mDatabaseOpenHelper = DatabaseOpenHelper(context)>@>>@>}>@>
1_16_16_6_3_1_0_0,2,">@>public class DatabaseTable {>@>>@>    private static final String TAG = ""DictionaryDatabase"";>@>>@>    //The columns we'll include in the dictionary table>@>    public static final String COL_WORD = ""WORD"";>@>    public static final String COL_DEFINITION = ""DEFINITION"";>@>>@>    private static final String DATABASE_NAME = ""DICTIONARY"";>@>    private static final String FTS_VIRTUAL_TABLE = ""FTS"";>@>    private static final int DATABASE_VERSION = 1;>@>>@>    private final DatabaseOpenHelper mDatabaseOpenHelper;>@>>@>    public DatabaseTable(Context context) {>@>        mDatabaseOpenHelper = new DatabaseOpenHelper(context);>@>    }>@>>@>    private static class DatabaseOpenHelper extends SQLiteOpenHelper {>@>>@>        private final Context mHelperContext;>@>        private SQLiteDatabase mDatabase;>@>>@>        private static final String FTS_TABLE_CREATE =>@>                    ""CREATE VIRTUAL TABLE "" + FTS_VIRTUAL_TABLE +>@>                    "" USING fts3 ("" +>@>                    COL_WORD + "", "" +>@>                    COL_DEFINITION + "")"";>@>>@>        DatabaseOpenHelper(Context context) {>@>            super(context, DATABASE_NAME, null, DATABASE_VERSION);>@>            mHelperContext = context;>@>        }>@>>@>        @Override>@>        public void onCreate(SQLiteDatabase db) {>@>            mDatabase = db;>@>            mDatabase.execSQL(FTS_TABLE_CREATE);>@>        }>@>>@>        @Override>@>        public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {>@>            Log.w(TAG, ""Upgrading database from version "" + oldVersion + "" to "">@>                    + newVersion + "", which will destroy all old data"");>@>            db.execSQL(""DROP TABLE IF EXISTS "" + FTS_VIRTUAL_TABLE);>@>            onCreate(db);>@>        }>@>    }>@>}>@>"
1_16_16_6_3_2_0_0,1,>@>override fun onCreate(db: SQLiteDatabase) {>@>    mDatabase = db>@>    mDatabase.execSQL(FTS_TABLE_CREATE)>@>    loadDictionary()>@>}>@>
25266,2,">@>@Override>@>public boolean onCreateOptionsMenu(Menu menu) {>@>>@>    MenuInflater inflater = getMenuInflater();>@>    inflater.inflate(R.menu.options_menu, menu);>@>>@>    if (Build.VERSION.SDK_INT >= Build.VERSION_CODES.HONEYCOMB) {>@>        SearchManager searchManager =>@>                (SearchManager) getSystemService(Context.SEARCH_SERVICE);>@>        SearchView searchView =>@>                (SearchView) menu.findItem(R.id.search).getActionView();>@>        searchView.setSearchableInfo(>@>                searchManager.getSearchableInfo(getComponentName()));>@>        searchView.setIconifiedByDefault(false);>@>    }>@>    return true;>@>}>@>"
1_17_3_0_0_6_0_0,1,">@>val bouncer = AnimatorSet().apply {>@>    play(bounceAnim).before(squashAnim1)>@>    play(squashAnim1).with(squashAnim2)>@>    play(squashAnim1).with(stretchAnim1)>@>    play(squashAnim1).with(stretchAnim2)>@>    play(bounceBackAnim).after(stretchAnim2)>@>}>@>val fadeAnim = ObjectAnimator.ofFloat(newBall, ""alpha"", 1f, 0f).apply {>@>    duration = 250>@>}>@>AnimatorSet().apply {>@>    play(bouncer).before(fadeAnim)>@>    start()>@>}>@>"
1_17_3_0_0_8_0_0,1,">@><LinearLayout>@>    android:orientation=""vertical"">@>    android:layout_width=""wrap_content"">@>    android:layout_height=""match_parent"">@>    android:id=""@+id/verticalContainer"">@>    android:animateLayoutChanges=""true"" />>@>"
1_17_3_0_0_10_0_0,1,">@>public class FloatEvaluator implements TypeEvaluator {>@>>@>    public Object evaluate(float fraction, Object startValue, Object endValue) {>@>        float startFloat = ((Number) startValue).floatValue();>@>        return startFloat + fraction * (((Number) endValue).floatValue() - startFloat);>@>    }>@>}>@>"
1_17_4_0_0_2_0_0,1,">@><!-- res/drawable/vectordrawable.xml -->>@><vector xmlns:android=""http://schemas.android.com/apk/res/android"">@>    android:height=""64dp"">@>    android:width=""64dp"">@>    android:viewportHeight=""600"">@>    android:viewportWidth=""600"">>@>    <group>@>        "
26200,1,">@>val fling = FlingAnimation(view, DynamicAnimation.SCROLL_X)>@>"
26448,1,">@>private ViewGroup mContainerView;>@>...>@>private void addItem() {>@>    View newView;>@>    ...>@>    mContainerView.addView(newView, 0);>@>}>@>"
1_17_11_0_0_2_1_2,1,>@>Transition mFadeTransition = new Fade();>@>
26543,1,">@>TransitionManager.go(mEndingScene, mFadeTransition);>@>"
1_17_12_0_0_2_2_0,1,>@>override fun captureEndValues(transitionValues: TransitionValues) {>@>    captureValues(transitionValues)>@>}>@>
26675,1,>@>// inside your activity (if you did not enable transitions in your theme)>@>with(window) {>@>    requestFeature(Window.FEATURE_CONTENT_TRANSITIONS)>@>>@>    // set an exit transition>@>    exitTransition = Explode()>@>}>@>
